id,text,intent,datetime
2449,peler kiri ke peler kanan,other,1490423545.0
3237,search,other,1488871937.0
1732,thank you,giving-positive-feedback,1490774800.0
1518,jadwal krl stasiun manggarai,asking-question-schedule,1491540664.0
2124,ui ke rumah ahmad wigo prasetya,asking-question-direction,1490477094.0
3168,tanyajalan bye,greeting,1489903041.0
2653,dari rumah ke kantor,other,1490331626.0
3175,yah sedih,giving-negative-feedback,1489903601.0
188,jadwal krl universitasindonesia,asking-question-schedule,1492808236.0
3019,ko michael siapa,asking-question-other,1489905790.0
2567,berangkat dari pacil ke kutek,asking-question-direction,1490416827.0
1351,jadwal krl stasiun ui,asking-question-schedule,1491903308.0
3250,tanyajalan bye,greeting,1488875899.0
918,y,giving-positive-feedback,1492228256.0
2371,dari mata mu mata mu kumulai jatuh cinta,other,1490432649.0
2240,anjir saya disuruh jalan kaki  kamu,giving-positive-feedback,1490468488.0
1725,ke bursa efek indonesia naik transjakarta,asking-question-direction,1490774629.0
755,apasi,giving-negative-feedback,1492424334.0
2691,yampun kerenn,giving-positive-feedback,1490406343.0
207,jelambar,other,1492594761.0
3238,thanks,giving-positive-feedback,1488871938.0
2640,tanyajalan perkenalkan diri,greeting,1490326839.0
2989,bukan kamu,giving-negative-feedback,1489916527.0
2045,kendaraan,other,1490500019.0
879,tanyajalan perkenalin diri dong,asking-question-other,1492419972.0
2917,payah,giving-negative-feedback,1489911905.0
1430,hy,greeting,1491782491.0
1763,berangkat dari jembatan dua ke bekasi,asking-question-direction,1490782518.0
502,tebet ke grogol,asking-question-direction,1492454754.0
3214,tidak jelas,giving-negative-feedback,1488864645.0
2919,yaah tidak direply makasih,giving-positive-feedback,1489911934.0
1989,berangkat dari ui ke ramayana depok,asking-question-direction,1490575369.0
3218,hai,greeting,1488869256.0
3268,wkwk,giving-positive-feedback,1488876419.0
3118,mantap,giving-positive-feedback,1488929775.0
3248,tanyajalan,greeting,1488875448.0
143,cek ngoding,other,1492648570.0
1075,tanyajalan perkenalin diri dong,asking-question-other,1492143964.0
2967,,giving-negative-feedback,1489916080.0
3169,tanyajalan perkenalkan diri,greeting,1489903097.0
3109,tanyajalan kenalin diri dong,greeting,1488913779.0
261,kamu bisa apa saja,asking-question-other,1492633157.0
897,merak ke banyuwangi,asking-question-direction,1492420592.0
2646,ini apaan sih,asking-question-other,1490328949.0
1842,krl cikarang,asking-question-schedule,1490656613.0
1339,berangkat dari kutek ke kukel,asking-question-direction,1491902752.0
522,bagi rute angkot,asking-question-schedule,1492459904.0
1262,kamu bisa apa saja,asking-question-other,1492017462.0
2780,woahh,giving-positive-feedback,1490002668.0
3156,tanyajalan,greeting,1489902035.0
2982,dari aku ke tebet,other,1489916249.0
2414,mending jalan kaki anjir,giving-negative-feedback,1490421807.0
1020,sman  tangerang ke sman  bogor,asking-question-direction,1492069143.0
305,kamu bisa apa saja,asking-question-other,1492497613.0
2707,helloworld,greeting,1489994056.0
2907,gilaaa,giving-negative-feedback,1489911733.0
2102, jam anjerr wkwkwk,giving-negative-feedback,1490475494.0
3273,nice,giving-positive-feedback,1488880375.0
1386,boleh tahu jadwal krl stasiun universitas indonesia,asking-question-schedule,1491938873.0
424,tanyajalan perkenalin diri dong,asking-question-other,1492471553.0
1299,hmm,other,1492029823.0
2083,jadwal krl depok,asking-question-schedule,1490503113.0
1789,lama sekali,giving-negative-feedback,1490836780.0
921,kereta,other,1492228264.0
235,dari ui ke tokyo,asking-question-direction,1492631349.0
1326,h,other,1491894903.0
3044,tanyajalan perkenalkan diri dong,greeting,1489906960.0
652,tanyajalan perkenalin diri dong,asking-question-other,1492447180.0
3216,payah,giving-negative-feedback,1488865087.0
2826,dari ui ke kelapa gading,asking-question-direction,1489948764.0
2118,payah tai,giving-negative-feedback,1490476157.0
2986,tahunya gara ni bot badjingan,giving-negative-feedback,1489916362.0
3167,tanyajalan perkenalkan diri,greeting,1489903037.0
2041,hai,greeting,1490499986.0
2736,dari menteng pulo ke tokopedia,asking-question-direction,1489995308.0
14,cek jadwal krl stasiun pondok cina,asking-question-schedule,1492901724.0
709,aduh,giving-negative-feedback,1492421603.0
2633,dari sini ke rumah,other,1490324745.0
3228,dari bogor ke kawasan industri sentul,asking-question-direction,1488869512.0
1485,jadwal krl stasiun ui,asking-question-schedule,1491887574.0
3001,tanyajalan perkenalkan diri,greeting,1489904971.0
1046,dari ancol ke taman mangrove,asking-question-direction,1492127332.0
311,halo tanya jalan,greeting,1492497673.0
2135,dari rumah ke babi,asking-question-direction,1490477953.0
2893,jadwal krl stasiun manggarai,asking-question-schedule,1489989800.0
3364,berangkat dari tanah abang ke tmii,asking-question-direction,1488855672.0
1539,wow,giving-positive-feedback,1491633386.0
2906,gila,giving-negative-feedback,1489911730.0
1521,thankyouuu,giving-positive-feedback,1491607955.0
1636,cek jadwal krl stasiun bogor,asking-question-schedule,1491027674.0
2641,tanyajalan bye,greeting,1490326863.0
325,tanyajalan bye,other,1492497737.0
1527,kamu ganteng,giving-positive-feedback,1491610369.0
326,gblk masa tidak bisa,giving-negative-feedback,1492497737.0
1966,dari ui ke uph,asking-question-direction,1490568373.0
2093,harga,other,1490503416.0
1335,kamu bisa apa saja,asking-question-other,1491897625.0
1435,halo,greeting,1491803881.0
40,tampilkan lebih banyak jadwal krl stasiun universitasindonesia,asking-question-schedule,1493079950.0
841,kok keren,giving-positive-feedback,1492416823.0
1888,tanah abang,asking-question-direction,1490690481.0
1696,j,other,1491511445.0
2923,rumah ke kampus,other,1489912356.0
2955,bagus deh,giving-positive-feedback,1489914834.0
3398,payah,giving-negative-feedback,1488859618.0
999,kamu bisa apa saja,asking-question-other,1492415088.0
1315,halo,greeting,1491894378.0
107,tanyajalan perkenalin diri dong,asking-question-other,1492640051.0
683,kamu bisa apa saja,asking-question-other,1492451578.0
430,kamu bisa apa saja,asking-question-other,1492471563.0
3063,aduh jauh sangat itu masa harus naik  kereta ,giving-negative-feedback,1489907286.0
607,tanah abang macet tidak,asking-question-other,1492441787.0
1656,jadwal krl stasiun tebet,asking-question-schedule,1491288442.0
1401,dari monas ke senayan,asking-question-direction,1491716116.0
2635,jadwal stasiun universitas indonesia,asking-question-schedule,1490324786.0
2952,parah,giving-negative-feedback,1489914824.0
774,jadwal krl stasiun bojong,asking-question-schedule,1492425812.0
1653,terimakasih thankyou,giving-positive-feedback,1491283045.0
823,tanyajalan perkenalin diri dong,asking-question-other,1492415390.0
488,bagi rute busway,asking-question-schedule,1492486120.0
2506,jalan dari jembatan  ke binus,asking-question-direction,1490411889.0
1571,fast,giving-positive-feedback,1491637713.0
173,gamauu,giving-negative-feedback,1492737094.0
1824,jadwal krl stasiun citayam,asking-question-schedule,1490645504.0
2556,kljsdlkafje,other,1490416344.0
3252,tanyajalan bye,greeting,1488875955.0
2504,undefined,other,1490409777.0
1618,jadwal krl stasiun pondok cona,asking-question-schedule,1490940840.0
3244,tanyajalan,greeting,1488874101.0
2595,dari kost ke kostan mantan,other,1490417897.0
674,arahnya gimana,asking-question-direction,1492448235.0
987,hii,greeting,1492402235.0
3267,iya tidak apa-apa si adam lebih sering tidak nyambung dari kamu,giving-positive-feedback,1488876407.0
1149,tampilkan lebih banyak jadwal krl stasiun manggarai,asking-question-schedule,1492035912.0
1657,jadwal krl stasiun ui,asking-question-schedule,1491288864.0
2729,tai,giving-negative-feedback,1489994951.0
1227,tanyajalan perkenalin diri dong,asking-question-other,1491972450.0
1058,dari ui ke menteng atas,asking-question-direction,1492135388.0
2972,thank you,giving-positive-feedback,1489916117.0
1486,jadwal krl stasiun universitas indonesia,asking-question-schedule,1491887590.0
216,kamu bisa apa saja,asking-question-other,1492630985.0
3108,payah,giving-negative-feedback,1488913658.0
2360,lama amat bu ditambah lagi rutenya dong terus cari shortest pathnya ,giving-negative-feedback,1490431647.0
2941,bodo ah,giving-negative-feedback,1489914388.0
3385,woe,greeting,1488858757.0
2605,tanyajalan bye,greeting,1490241396.0
2317,jalan ke hatimu,other,1490428510.0
1857,berangkat dari ui ke museum fatahillah,asking-question-direction,1490683342.0
274,tanyajalan perkenalin diri dong,asking-question-other,1492635246.0
2404,ah payah nih anak buah kamu to,giving-negative-feedback,1490420258.0
2145,jadwal krl stasiun juanda,asking-question-schedule,1490479304.0
658,tanyajalan perkenalin diri dong,asking-question-other,1492447346.0
1077,tanyajalan perkenalin diri dong,asking-question-other,1492156314.0
3164,tanyajalan perkenalkan diri,greeting,1489902916.0
2602,thank you,giving-positive-feedback,1490234186.0
3236,terima kasih,giving-positive-feedback,1488870279.0
3057,apa nih kok asyik bgtttt,giving-positive-feedback,1489907153.0
316,undefined,other,1492497696.0
983,krl menuju tanah abang berada di mana,giving-positive-feedback,1492392545.0
1163,tanyajalan perkenalin diri dong,asking-question-other,1492045626.0
827,kamu bisa apa saja,asking-question-other,1492416336.0
1042,pergi ke taman mangrove dari bekasi ,asking-question-direction,1492127111.0
2701,halo,greeting,1489993505.0
2591,jadwal transjakarta,asking-question-schedule,1490417760.0
3207,woi,giving-positive-feedback,1488860270.0
1384,jadwal krl stasiun juanda,asking-question-schedule,1491938850.0
1835,dari poris ke bandung,asking-question-direction,1490655862.0
1637,berangkat dari ypm manggarai ke ypm bintaro,asking-question-direction,1491031255.0
1559,jdwal,other,1491637154.0
2962,makasih,giving-positive-feedback,1489915558.0
262,tanyajalan bye,other,1492633190.0
2770,jadwal kereta stasiun juanda,asking-question-schedule,1489998699.0
596,kamu bisa apa saja,asking-question-other,1492469910.0
1687,hi,greeting,1491475812.0
1560,wih,giving-positive-feedback,1491637162.0
3380,gilz,giving-positive-feedback,1488856809.0
2053,anjing,giving-negative-feedback,1490500618.0
2990,jangan masukin ke hati dong,other,1489916555.0
118,ongkos nya ,asking-question-other,1492644650.0
1865,krt ke pluit,asking-question-direction,1490689628.0
2916,kok jelek,giving-negative-feedback,1489911901.0
396,tanyajalan perkenalin diri dong,asking-question-other,1492577231.0
1234,halo,greeting,1491978760.0
2137,jadwal uts,asking-question-other,1490477967.0
2078,jahat,other,1490502096.0
463,tampilkan lebih banyak jadwal krl stasiun duri,asking-question-schedule,1492478652.0
1319,kamu bisa ngapain saja,asking-question-other,1491894455.0
